order_id,order_date,product_name,farmer_location,buyer_location,weather_condition,packaging_type,is_organic,farmer_experience_years,unit_price,quantity,discount_applied,total_price,payment_method,shipping_distance_km,delivery_days,order_status,has_complaint,complaint_escalated
25448,2026-06-08,Cabbage,Barobo,Bicol,Drought,Standard,0,3,111.95,33,0.0,3694.35,COD,724.32,7,Cancelled,0,0
25449,2025-01-19,Eggplant,Manila,Bohol,Sunny,Bulk Sacks,0,8,49.88,527,0.0,26286.76,Online,886.52,8,Approved,0,0
25450,2025-10-06,Corn,Dipolog City,Buenavista,Rainy,Eco-Friendly,1,13,54.26,40,627.3,1543.1,COD,259.77,4,Approved,0,0
25451,2025-05-15,Coconut,Surigao City,Trento,Rainy,Standard,0,10,34.28,59,0.0,2022.52,Online,225.86,1,Approved,0,0
25452,2025-12-15,Onion,Hinatuan,San Jose,Rainy,Standard,0,15,178.51,42,0.0,7497.42,E-Wallet,232.6,7,Rejected,0,0
25453,2024-11-16,Onion,Burgos,Iloilo,Sunny,Standard,0,6,182.43,47,3261.12,5313.09,Bank Transfer,417.64,2,Approved,0,0
25454,2025-12-23,Rice,Prosperidad,Basilisa,Sunny,Standard,1,15,62.12,46,382.21,2475.31,COD,203.78,4,Approved,0,0
25455,2024-09-11,Mango,Trento,Basilisa,Cloudy,Premium Vacuum,0,7,89.55,61,541.39,4921.16,COD,290.85,2,Approved,0,0
25456,2025-03-23,Corn,Leyte,Trento,Sunny,Standard,0,5,33.06,53,0.0,1752.18,Online,381.1,1,Cancelled,0,0
25457,2026-05-13,Corn,Bacolod,Butuan City,Sunny,Eco-Friendly,1,5,49.53,52,0.0,2575.56,Crypto,347.13,7,Approved,0,0
25458,2024-12-12,Potato,Hinatuan,Surigao City,Sunny,Standard,0,4,84.06,42,0.0,3530.52,E-Wallet,236.84,4,Approved,0,0
25459,2026-04-08,Rice,Tagum City,Cantilan,Sunny,Standard,0,8,40.42,47,224.69,1675.05,COD,264.67,1,Cancelled,0,0
25460,2024-08-31,Rice,Carmen,Claver,Rainy,Eco-Friendly,0,13,58.42,31,0.0,1811.02,Bank Transfer,91.31,1,Cancelled,0,0
25461,2025-06-11,Rice,Davao City,Pagadian City,Cloudy,Bulk Sacks,0,8,42.03,514,0.0,21603.42,COD,331.19,1,Rejected,0,0
25462,2024-08-16,Coffee Beans,Batangas,Basilisa,Sunny,Eco-Friendly,1,10,347.58,36,0.0,12512.88,COD,719.13,4,Cancelled,0,0
25463,2026-02-15,Rice,Prosperidad,San Francisco,Sunny,Standard,0,9,43.92,57,719.55,1783.89,COD,17.59,1,Approved,0,0
25464,2024-06-17,Garlic,Mainit,Nueva Ecija,Sunny,Eco-Friendly,0,7,110.38,45,0.0,4967.1,Online,1120.51,6,Approved,0,0
25465,2025-11-11,Onion,Tubod,Koronadal City,Sunny,Standard,0,12,181.78,48,0.0,8725.44,COD,410.18,3,Approved,0,0
25466,2026-01-10,Tomato,Leyte,Hinatuan,Sunny,Bulk Sacks,0,10,59.83,548,8305.18,24481.66,Bank Transfer,336.15,1,Approved,0,0
25467,2025-06-27,Coffee Beans,Mati City,Digos City,Sunny,Eco-Friendly,0,8,307.12,45,0.0,13820.4,Crypto,117.57,1,Approved,0,0
25468,2024-11-20,Pineapple,Basilisa,Dapa,Sunny,Standard,0,19,85.38,45,0.0,3842.1,COD,78.19,1,Approved,0,0
25469,2025-12-14,Coffee Beans,Bohol,Carmen,Sunny,Standard,0,15,345.06,59,0.0,20358.54,Online,190.45,3,Approved,0,0
25470,2024-01-05,Pineapple,Barobo,Malaybalay City,Sunny,Standard,1,5,129.0,54,0.0,6966.0,COD,137.54,1,Approved,0,0
25471,2025-02-14,Potato,Tubod,General Santos City,Rainy,Standard,1,3,90.58,38,0.0,3442.04,Online,448.73,3,Approved,0,0
25472,2026-01-14,Coconut,Pilar,Tubod,Sunny,Standard,1,13,52.52,47,254.65,2213.79,E-Wallet,75.62,1,Approved,0,0
25473,2026-04-21,Tomato,Leyte,Malaybalay City,Sunny,Standard,0,2,87.97,41,335.12,3271.65,COD,345.37,1,Approved,0,0
25474,2024-06-12,Coconut,Trento,Dipolog City,Sunny,Standard,1,3,48.87,45,144.31,2054.84,Online,366.97,1,Approved,0,0
25475,2025-12-26,Garlic,Placer,Gingoog City,Sunny,Standard,0,5,161.83,52,375.66,8039.5,Online,113.73,1,Approved,0,0
25476,2026-04-04,Mango,Lianga,Malaybalay City,Cloudy,Standard,0,7,141.9,43,0.0,6101.7,COD,154.04,3,Approved,0,0
25477,2025-12-20,Eggplant,Valencia City,Maramag,Rainy,Standard,1,5,64.93,49,0.0,3181.57,COD,21.03,1,Approved,0,0
25478,2024-04-17,Tomato,Hinatuan,Cabadbaran City,Cloudy,Standard,1,5,105.32,34,0.0,3580.88,Online,146.5,1,Approved,0,0
25479,2025-07-21,Mango,Libjo,San Francisco,Sunny,Eco-Friendly,0,16,99.83,43,1093.67,3199.02,E-Wallet,247.94,1,Approved,0,0
25480,2024-03-09,Cacao,Iloilo,Bicol,Sunny,Eco-Friendly,0,8,349.74,46,0.0,16088.04,COD,396.83,1,Approved,0,0
25481,2025-08-04,Cacao,Iloilo,Baguio,Sunny,Standard,0,9,238.51,58,2714.24,11119.34,Bank Transfer,845.13,5,Approved,0,0
25482,2024-09-08,Carrot,San Jose,Cagayan de Oro City,Cloudy,Standard,0,7,89.0,53,1272.28,3444.72,E-Wallet,220.76,5,Approved,0,0
25483,2025-10-01,Tomato,Batangas,Ilocos,Sunny,Eco-Friendly,0,20,78.13,41,0.0,3203.33,E-Wallet,504.86,4,Approved,0,0
25484,2025-10-31,Carrot,Mati City,Basilisa,Typhoon,Standard,0,15,121.31,37,1002.54,3485.93,Bank Transfer,486.17,8,Approved,0,0
25485,2025-09-04,Mango,Valencia City,Surigao City,Rainy,Premium Vacuum,0,12,89.39,65,2739.79,3070.56,COD,264.04,3,Cancelled,0,0
25486,2025-06-15,Pineapple,Iloilo,Bayugan City,Cloudy,Premium Vacuum,1,8,142.01,36,0.0,5112.36,COD,504.88,3,Approved,0,0
25487,2025-03-16,Mango,Del Carmen,Nasipit,Typhoon,Standard,0,9,210.63,31,1652.8,4876.73,COD,139.73,3,Cancelled,0,0
25488,2026-05-25,Eggplant,Bicol,Baguio,Sunny,Standard,0,7,63.74,56,289.45,3279.99,E-Wallet,483.19,4,Approved,0,0
25489,2025-05-09,Potato,Ilocos,Cagayan de Oro City,Rainy,Eco-Friendly,0,5,87.31,39,923.92,2481.17,COD,1241.84,10,Approved,0,0
25490,2026-03-24,Rice,Bayugan City,Davao City,Sunny,Standard,0,6,39.2,50,0.0,1960.0,COD,195.93,1,Approved,0,0
25491,2026-06-27,Rice,San Jose,Leyte,Sunny,Standard,0,10,49.04,35,359.36,1357.04,Bank Transfer,136.59,1,Approved,0,0
25492,2024-07-25,Pineapple,Koronadal City,Del Carmen,Sunny,Standard,0,12,90.8,49,0.0,4449.2,COD,507.53,9,Approved,0,0
25493,2024-09-23,Rice,Basilisa,Lianga,Rainy,Standard,0,7,60.04,45,0.0,2701.8,COD,213.97,4,Approved,0,0
25494,2024-05-01,Banana,Dapa,Maramag,Sunny,Standard,1,14,62.38,47,0.0,2931.86,Online,298.65,2,Approved,0,0
25495,2025-06-23,Corn,Cantilan,Carmen,Sunny,Standard,1,6,61.77,38,464.15,1883.11,COD,90.9,1,Approved,0,0
25496,2025-06-07,Rice,Manila,Carmen,Sunny,Standard,0,3,45.7,60,510.48,2231.52,COD,894.11,7,Rejected,0,0
25497,2025-06-13,Carrot,General Luna,Basilisa,Rainy,Standard,0,7,78.74,54,0.0,4251.96,E-Wallet,82.24,1,Approved,0,0
25498,2025-01-14,Garlic,Pampanga,Digos City,Rainy,Standard,0,7,149.76,38,0.0,5690.88,COD,1370.28,7,Approved,0,0
25499,2025-02-22,Mango,Iloilo,Pagadian City,Sunny,Standard,1,8,176.63,31,0.0,5475.53,COD,400.42,3,Approved,0,0
25500,2025-02-13,Tomato,Davao City,Cagayan de Oro City,Sunny,Standard,0,10,71.17,43,0.0,3060.31,E-Wallet,215.07,1,Approved,0,0
25501,2024-06-10,Corn,Mati City,Batangas,Sunny,Eco-Friendly,1,3,63.1,32,0.0,2019.2,COD,1271.32,6,Cancelled,0,0
25502,2024-03-28,Potato,Dipolog City,Davao City,Sunny,Standard,0,3,77.57,47,0.0,3645.79,COD,379.09,3,Rejected,0,0
25503,2025-02-05,Potato,San Francisco,Bacolod,Sunny,Bulk Sacks,1,7,95.04,474,0.0,45048.96,COD,535.53,6,Cancelled,0,0
25504,2024-03-12,Onion,Burgos,Tagum City,Sunny,Eco-Friendly,0,12,157.26,32,239.51,4792.81,COD,336.8,4,Approved,0,0
25505,2024-10-29,Potato,Bicol,Cagdianao,Sunny,Standard,0,10,98.9,55,0.0,5439.5,Bank Transfer,522.14,3,Approved,0,0
25506,2024-09-03,Potato,Valencia City,Koronadal City,Typhoon,Eco-Friendly,0,11,146.33,26,382.48,3422.1,COD,201.81,5,Rejected,0,0
25507,2024-10-04,Cacao,Hinatuan,San Jose,Rainy,Standard,0,11,253.54,59,0.0,14958.86,E-Wallet,249.23,2,Approved,0,0
25508,2024-04-15,Rice,Barobo,Hinatuan,Sunny,Standard,0,22,38.94,68,0.0,2647.92,E-Wallet,29.7,1,Approved,0,0
25509,2024-07-05,Pineapple,Bacolod,Leyte,Sunny,Eco-Friendly,0,19,94.93,57,644.64,4766.37,COD,241.31,2,Cancelled,0,0
25510,2025-05-06,Eggplant,Manila,Dapa,Cloudy,Eco-Friendly,0,14,66.03,42,550.59,2222.67,Crypto,973.28,2,Approved,0,0
25511,2025-06-12,Coconut,Bayugan City,Batangas,Sunny,Bulk Sacks,0,18,37.59,553,0.0,20787.27,E-Wallet,895.45,5,Cancelled,0,0
25512,2024-08-03,Banana,Dapa,Butuan City,Sunny,Premium Vacuum,0,10,63.52,51,0.0,3239.52,COD,111.43,4,Approved,0,0
25513,2026-03-21,Potato,Malaybalay City,Pilar,Cloudy,Bulk Sacks,0,15,81.89,539,9984.49,34154.22,Crypto,258.44,1,Approved,0,0
25514,2025-03-27,Coffee Beans,Placer,Cagayan de Oro City,Drought,Eco-Friendly,1,8,700.73,35,0.0,24525.55,Bank Transfer,222.85,1,Approved,0,0
25515,2024-11-22,Tomato,Tandag City,Burgos,Sunny,Standard,0,17,63.95,55,0.0,3517.25,E-Wallet,108.41,2,Approved,0,0
25516,2024-05-10,Coconut,Madrid,Iloilo,Cloudy,Bulk Sacks,0,4,33.76,536,3790.99,14304.37,Online,498.01,4,Approved,0,0
25517,2026-02-02,Mango,San Jose,Hinatuan,Sunny,Premium Vacuum,0,3,136.89,51,0.0,6981.39,COD,254.63,1,Approved,0,0
25518,2026-01-04,Carrot,Madrid,Cagayan de Oro City,Sunny,Standard,0,8,68.7,52,419.26,3153.14,Online,193.36,3,Approved,0,0
25519,2024-12-07,Cacao,Lianga,Hinatuan,Cloudy,Premium Vacuum,0,10,323.12,51,0.0,16479.12,Bank Transfer,39.4,1,Approved,0,0
25520,2025-03-12,Coconut,Buenavista,Trento,Rainy,Standard,1,8,41.93,46,0.0,1928.78,COD,107.9,2,Cancelled,0,0
25521,2024-04-22,Rice,Cantilan,Digos City,Sunny,Premium Vacuum,0,9,36.95,62,0.0,2290.9,E-Wallet,381.77,4,Approved,0,0
25522,2024-04-14,Corn,Baguio,Tubod,Sunny,Eco-Friendly,0,3,34.1,63,0.0,2148.3,COD,1137.86,4,Rejected,0,0
25523,2026-06-09,Eggplant,Cagdianao,Koronadal City,Sunny,Eco-Friendly,0,8,70.12,45,0.0,3155.4,COD,452.0,3,Approved,0,0
25524,2026-03-01,Eggplant,Prosperidad,Baguio,Sunny,Standard,1,4,68.16,44,0.0,2999.04,E-Wallet,1181.66,11,Cancelled,0,0
25525,2026-06-28,Coconut,Basilisa,Dipolog City,Cloudy,Standard,0,5,37.85,58,258.27,1937.03,Online,292.59,1,Approved,0,0
25526,2025-04-09,Carrot,Prosperidad,Koronadal City,Sunny,Standard,0,6,65.94,54,1483.17,2077.59,E-Wallet,328.48,2,Approved,0,0
25527,2024-11-18,Garlic,Cebu,Bislig City,Sunny,Standard,0,6,159.64,46,3328.09,4015.35,COD,396.41,4,Approved,0,0
25528,2024-09-30,Cacao,Gingoog City,Tagum City,Sunny,Eco-Friendly,0,5,269.25,68,0.0,18309.0,Online,211.33,1,Approved,0,0
25529,2025-02-20,Corn,San Jose,Del Carmen,Sunny,Premium Vacuum,1,10,42.82,52,0.0,2226.64,COD,53.4,1,Approved,0,0
25530,2025-01-21,Carrot,Tandag City,Surigao City,Cloudy,Premium Vacuum,0,7,63.35,52,0.0,3294.2,E-Wallet,138.2,1,Approved,0,0
25531,2024-06-12,Potato,Del Carmen,Cantilan,Cloudy,Standard,0,16,97.13,54,0.0,5245.02,COD,64.08,1,Approved,0,0
25532,2024-01-07,Rice,Buenavista,Nueva Ecija,Rainy,Eco-Friendly,0,2,53.89,44,0.0,2371.16,COD,968.97,5,Approved,0,0
25533,2024-09-06,Onion,Valencia City,Lianga,Typhoon,Standard,0,19,194.22,46,1586.9,7347.22,Crypto,157.21,5,Approved,0,0
25534,2024-08-14,Onion,Baguio,Cantilan,Cloudy,Standard,0,20,139.56,44,1036.99,5103.65,COD,1204.48,12,Cancelled,0,0
25535,2024-06-14,Cabbage,Cantilan,Nasipit,Sunny,Standard,1,13,105.13,39,1006.74,3093.33,E-Wallet,96.5,1,Approved,0,0
25536,2024-09-29,Mango,Baguio,Loreto,Sunny,Standard,0,16,98.52,59,0.0,5812.68,Bank Transfer,1192.81,9,Approved,0,0
25537,2024-08-12,Corn,Cabadbaran City,Cabadbaran City,Sunny,Standard,0,8,47.08,48,0.0,2259.84,Online,1.0,1,Approved,0,0
25538,2024-04-23,Coconut,Bohol,Bicol,Sunny,Standard,0,17,32.64,39,0.0,1272.96,COD,457.56,8,Cancelled,0,0
25539,2026-03-03,Cacao,Pagadian City,Baguio,Sunny,Standard,1,3,485.31,38,0.0,18441.78,E-Wallet,1214.25,12,Cancelled,0,0
25540,2026-03-28,Pineapple,Baguio,Pampanga,Sunny,Standard,0,5,118.84,37,0.0,4397.08,COD,186.45,1,Approved,0,0
25541,2025-10-23,Coconut,Cagayan de Oro City,Mainit,Sunny,Eco-Friendly,0,5,49.81,44,547.88,1643.76,COD,203.07,1,Approved,0,0
25542,2025-11-11,Garlic,Carmen,Mati City,Rainy,Bulk Sacks,1,8,196.21,369,6986.58,65414.91,Online,299.91,3,Approved,0,0
25543,2024-02-05,Corn,Tubod,Barobo,Sunny,Standard,1,2,41.42,54,0.0,2236.68,COD,145.42,4,Approved,0,0
25544,2024-12-28,Cabbage,Bayugan City,Surigao City,Sunny,Standard,1,6,81.41,53,537.98,3776.75,COD,169.79,1,Approved,0,0
25545,2024-10-11,Garlic,Mainit,Surigao City,Sunny,Bulk Sacks,0,8,137.41,468,0.0,64307.88,Online,33.85,1,Approved,0,0
25546,2026-05-06,Carrot,Bohol,Mainit,Rainy,Standard,1,21,100.73,42,0.0,4230.66,E-Wallet,167.42,5,Approved,0,0
25547,2026-03-22,Rice,Cantilan,Tandag City,Typhoon,Eco-Friendly,0,6,53.98,43,0.0,2321.14,COD,45.45,1,Approved,0,0
25548,2024-01-12,Cacao,Maramag,San Francisco,Cloudy,Standard,0,6,368.87,48,0.0,17705.76,COD,160.71,1,Approved,0,0
25549,2025-06-07,Cacao,Pampanga,Surigao City,Cloudy,Eco-Friendly,0,4,270.03,49,0.0,13231.47,E-Wallet,860.83,5,Approved,0,0
25550,2025-05-12,Garlic,Valencia City,Valencia City,Sunny,Standard,0,12,106.79,50,1337.97,4001.53,COD,1.0,1,Cancelled,0,0
25551,2024-12-18,Corn,Maramag,Bicol,Cloudy,Standard,0,12,33.67,52,0.0,1750.84,Online,817.32,8,Approved,0,0
25552,2025-04-19,Tomato,Mainit,Batangas,Sunny,Eco-Friendly,1,5,111.92,52,0.0,5819.84,COD,844.84,9,Approved,0,0
25553,2025-01-13,Banana,Dipolog City,Zamboanga City,Sunny,Standard,1,5,74.21,47,0.0,3487.87,COD,288.83,4,Cancelled,0,0
25554,2026-02-23,Potato,Surigao City,Nueva Ecija,Rainy,Standard,0,4,66.75,59,508.84,3429.41,COD,1027.53,9,Cancelled,0,0
25555,2024-07-26,Cabbage,Bohol,San Jose,Rainy,Eco-Friendly,1,9,106.03,32,0.0,3392.96,COD,187.85,2,Approved,0,0
25556,2026-06-20,Pineapple,Mainit,Bicol,Rainy,Standard,0,12,96.71,54,0.0,5222.34,COD,645.65,3,Approved,0,0
25557,2026-01-04,Corn,General Santos City,Dapa,Sunny,Standard,1,7,44.45,45,0.0,2000.25,Bank Transfer,504.01,6,Approved,0,0
25558,2024-05-23,Corn,Gingoog City,Pilar,Sunny,Eco-Friendly,0,13,43.62,44,552.49,1366.79,COD,199.69,2,Approved,0,0
25559,2026-03-14,Coffee Beans,Baguio,Manila,Rainy,Eco-Friendly,0,16,413.29,45,0.0,18598.05,COD,258.37,1,Rejected,0,0
25560,2025-11-09,Banana,Gingoog City,Koronadal City,Sunny,Standard,1,10,95.48,33,0.0,3150.84,COD,281.41,1,Rejected,0,0
25561,2024-09-24,Coconut,Lianga,Zamboanga City,Sunny,Standard,0,6,51.77,34,0.0,1760.18,COD,581.08,3,Cancelled,0,0
25562,2025-12-09,Rice,Lianga,Cagayan de Oro City,Sunny,Bulk Sacks,0,6,56.21,443,8328.57,16572.46,E-Wallet,214.42,4,Approved,0,0
25563,2024-05-06,Corn,Carmen,Zamboanga City,Drought,Eco-Friendly,0,10,54.23,38,0.0,2060.74,COD,443.8,5,Approved,0,0
25564,2025-12-02,Carrot,Bacolod,Placer,Drought,Standard,0,10,103.48,40,0.0,4139.2,COD,380.64,3,Cancelled,0,0
25565,2024-06-14,Cacao,Baguio,Leyte,Sunny,Standard,0,5,267.69,67,0.0,17935.23,Online,807.26,6,Approved,0,0
25566,2026-06-14,Rice,Mainit,Claver,Sunny,Eco-Friendly,0,9,45.29,52,0.0,2355.08,COD,29.9,1,Approved,0,0
25567,2024-11-25,Mango,Libjo,Maramag,Typhoon,Standard,0,6,152.47,51,1162.06,6613.91,COD,330.02,14,Rejected,0,0
25568,2025-11-20,Potato,Dapa,Prosperidad,Cloudy,Standard,0,11,89.36,49,0.0,4378.64,Online,153.16,1,Approved,0,0
25569,2024-09-14,Corn,Claver,Maramag,Rainy,Bulk Sacks,0,3,47.36,438,0.0,20743.68,COD,282.82,1,Approved,0,0
25570,2025-09-24,Potato,Mati City,Bicol,Drought,Standard,1,15,182.22,29,0.0,5284.38,Online,1023.18,3,Approved,0,0
25571,2025-04-18,Banana,Digos City,San Jose,Sunny,Standard,0,4,48.37,47,0.0,2273.39,COD,457.22,6,Approved,0,0
25572,2026-06-04,Coconut,Libjo,Nueva Ecija,Sunny,Standard,0,5,34.17,60,0.0,2050.2,E-Wallet,821.11,7,Approved,0,0
25573,2024-07-23,Garlic,Placer,Del Carmen,Sunny,Bulk Sacks,1,14,134.54,500,2997.71,64272.29,COD,56.77,3,Cancelled,0,0
25574,2024-05-14,Onion,Koronadal City,Butuan City,Drought,Eco-Friendly,0,9,174.5,56,0.0,9772.0,COD,339.44,3,Approved,0,0
25575,2025-08-29,Mango,Koronadal City,Tandag City,Sunny,Standard,0,9,103.61,58,0.0,6009.38,COD,437.71,1,Approved,0,0
25576,2024-06-30,Coffee Beans,Hinatuan,Cantilan,Sunny,Eco-Friendly,0,8,302.48,57,0.0,17241.36,Online,138.52,1,Approved,0,0
25577,2025-09-05,Mango,Pampanga,Batangas,Rainy,Bulk Sacks,1,4,126.94,489,0.0,62073.66,Bank Transfer,150.55,3,Approved,0,0
25578,2024-01-26,Banana,Cabadbaran City,San Francisco,Rainy,Premium Vacuum,1,24,77.95,37,0.0,2884.15,E-Wallet,102.58,1,Approved,0,0
25579,2024-02-22,Corn,Manila,Mainit,Sunny,Premium Vacuum,0,6,29.95,63,0.0,1886.85,Bank Transfer,910.26,10,Cancelled,0,0
25580,2024-03-18,Cabbage,General Luna,Valencia City,Sunny,Premium Vacuum,0,9,53.57,56,0.0,2999.92,COD,283.22,1,Approved,0,0
25581,2025-12-22,Cacao,Cabadbaran City,Prosperidad,Drought,Standard,0,14,451.01,42,2039.98,16902.44,Online,75.34,1,Approved,0,0
25582,2026-04-25,Coffee Beans,Carmen,Burgos,Sunny,Standard,1,4,492.91,44,0.0,21688.04,COD,157.29,1,Approved,0,0
25583,2024-04-25,Cabbage,Butuan City,Valencia City,Sunny,Standard,0,6,67.48,39,0.0,2631.72,COD,159.53,6,Approved,0,0
25584,2024-12-22,Cabbage,Del Carmen,Claver,Cloudy,Standard,1,23,84.22,42,0.0,3537.24,E-Wallet,58.73,1,Approved,0,0
25585,2025-06-17,Potato,Prosperidad,Batangas,Sunny,Eco-Friendly,1,8,118.94,43,0.0,5114.42,COD,944.3,11,Approved,0,0
25586,2025-03-06,Mango,Cebu,Leyte,Sunny,Standard,0,8,143.56,42,845.55,5183.97,COD,153.9,1,Approved,0,0
25587,2024-09-10,Carrot,Tandag City,General Santos City,Sunny,Eco-Friendly,0,8,101.32,45,0.0,4559.4,COD,382.9,2,Cancelled,0,0
25588,2026-02-01,Mango,Bacolod,Bicol,Rainy,Eco-Friendly,0,8,131.55,41,0.0,5393.55,Bank Transfer,375.69,4,Rejected,0,0
25589,2026-01-09,Potato,Nueva Ecija,Gingoog City,Sunny,Eco-Friendly,1,5,101.8,35,0.0,3563.0,Online,1023.88,5,Approved,0,0
25590,2024-03-11,Mango,Tagum City,Cagdianao,Cloudy,Standard,0,8,150.74,53,0.0,7989.22,E-Wallet,353.48,5,Cancelled,0,0
25591,2024-11-08,Mango,Nueva Ecija,Batangas,Rainy,Bulk Sacks,0,15,98.14,556,0.0,54565.84,COD,223.69,3,Cancelled,0,0
25592,2024-06-02,Corn,Bislig City,Iloilo,Sunny,Standard,0,11,45.96,48,0.0,2206.08,COD,584.12,3,Approved,0,0
25593,2025-11-05,Rice,Bayugan City,Madrid,Sunny,Standard,0,7,55.74,54,0.0,3009.96,Online,79.71,1,Approved,0,0
25594,2024-07-22,Cacao,Mati City,Gingoog City,Cloudy,Eco-Friendly,0,3,229.78,70,0.0,16084.6,E-Wallet,227.48,3,Approved,0,0
25595,2026-05-06,Mango,Barobo,Basilisa,Drought,Standard,0,12,187.43,33,1664.8,4520.39,COD,223.7,3,Approved,0,0
25596,2024-02-10,Onion,Bislig City,Bohol,Sunny,Standard,0,4,162.32,46,0.0,7466.72,COD,375.3,2,Cancelled,0,0
25597,2025-07-13,Mango,San Francisco,Bacolod,Sunny,Standard,1,3,156.69,51,381.27,7609.92,COD,514.35,2,Cancelled,0,0
25598,2024-06-16,Banana,Tandag City,Cagdianao,Cloudy,Standard,1,16,76.3,50,0.0,3815.0,COD,118.97,1,Approved,0,0
25599,2025-01-20,Mango,Davao City,Digos City,Sunny,Standard,0,11,128.31,56,1076.69,6108.67,COD,51.38,1,Approved,0,0
25600,2025-10-13,Banana,Barobo,Nasipit,Cloudy,Standard,0,11,79.0,40,0.0,3160.0,E-Wallet,124.06,1,Approved,0,0
25601,2024-11-08,Rice,Ilocos,Nasipit,Cloudy,Standard,0,10,56.9,43,0.0,2446.7,COD,1438.8,12,Approved,0,0
25602,2024-02-17,Coconut,Pilar,Basilisa,Sunny,Standard,1,10,45.17,49,0.0,2213.33,COD,79.02,1,Approved,0,0
25603,2026-02-26,Rice,Mati City,Davao City,Cloudy,Eco-Friendly,0,31,39.11,53,0.0,2072.83,Bank Transfer,97.16,1,Approved,0,0
25604,2026-02-21,Corn,Pilar,Hinatuan,Sunny,Standard,0,7,32.88,61,0.0,2005.68,E-Wallet,210.29,1,Approved,0,0
25605,2024-04-12,Rice,Dapa,Butuan City,Rainy,Standard,0,12,38.24,50,305.94,1606.06,E-Wallet,124.41,1,Approved,0,0
25606,2025-04-20,Banana,Loreto,Koronadal City,Sunny,Standard,0,5,49.21,47,0.0,2312.87,COD,528.71,4,Approved,0,0
25607,2024-01-13,Rice,Cagayan de Oro City,Basilisa,Sunny,Standard,1,21,63.89,43,353.14,2394.13,COD,228.9,4,Approved,0,0
25608,2025-09-13,Rice,Pagadian City,Tagum City,Sunny,Premium Vacuum,0,4,61.39,42,0.0,2578.38,COD,328.84,5,Cancelled,0,0
25609,2025-11-14,Rice,Pagadian City,Trento,Sunny,Eco-Friendly,0,11,58.04,44,0.0,2553.76,Online,338.37,4,Approved,0,0
25610,2024-07-06,Cabbage,Malaybalay City,Baguio,Sunny,Bulk Sacks,1,4,112.24,368,0.0,41304.32,E-Wallet,1243.8,6,Rejected,0,0
25611,2024-08-17,Garlic,Baguio,Malaybalay City,Sunny,Standard,0,1,124.26,54,672.62,6037.42,E-Wallet,1358.23,11,Cancelled,0,0
25612,2025-01-06,Corn,Trento,Nasipit,Sunny,Eco-Friendly,1,3,43.5,48,0.0,2088.0,Online,167.84,2,Approved,0,0
25613,2026-06-16,Carrot,Baguio,General Luna,Sunny,Standard,0,3,85.02,54,0.0,4591.08,Online,1255.18,6,Approved,0,0
25614,2025-08-25,Corn,Tubod,Basilisa,Sunny,Standard,0,9,46.78,42,0.0,1964.76,Online,75.58,2,Approved,0,0
25615,2025-09-09,Eggplant,Iloilo,Claver,Sunny,Standard,0,15,68.09,40,849.38,1874.22,Bank Transfer,501.13,9,Approved,0,0
25616,2025-07-30,Garlic,Bicol,Cebu,Sunny,Standard,1,7,145.27,45,0.0,6537.15,COD,478.89,7,Approved,0,0
25617,2024-03-25,Tomato,Bislig City,Del Carmen,Sunny,Standard,0,6,84.46,50,0.0,4223.0,E-Wallet,189.93,1,Approved,0,0
25618,2024-03-31,Banana,Bacolod,Tagum City,Sunny,Standard,0,19,50.11,57,611.74,2244.53,COD,526.76,3,Rejected,0,0
25619,2024-11-25,Corn,Mati City,Libjo,Typhoon,Eco-Friendly,0,17,51.01,59,0.0,3009.59,COD,453.84,14,Approved,0,0
25620,2024-04-02,Carrot,Zamboanga City,Koronadal City,Sunny,Standard,0,3,71.63,56,0.0,4011.28,E-Wallet,357.58,2,Approved,0,0
25621,2026-04-22,Eggplant,Placer,Malaybalay City,Cloudy,Standard,0,18,59.51,61,0.0,3630.11,COD,211.57,2,Approved,0,0
25622,2025-07-20,Banana,Barobo,General Santos City,Sunny,Premium Vacuum,0,2,63.3,46,0.0,2911.8,COD,394.34,8,Approved,0,0
25623,2024-10-06,Coconut,San Jose,Loreto,Cloudy,Standard,0,10,49.2,37,297.5,1522.9,COD,55.77,1,Approved,0,0
25624,2026-06-10,Rice,Zamboanga City,Iloilo,Drought,Eco-Friendly,0,19,68.44,40,402.37,2335.23,E-Wallet,513.83,3,Approved,0,0
25625,2026-04-18,Cabbage,Digos City,General Luna,Rainy,Standard,0,16,62.19,45,0.0,2798.55,Online,416.88,5,Approved,0,0
25626,2026-06-13,Tomato,Mati City,Davao City,Rainy,Standard,1,10,127.32,39,898.67,4066.81,COD,104.29,1,Cancelled,0,0
25627,2025-03-18,Tomato,San Francisco,Basilisa,Sunny,Eco-Friendly,0,6,72.16,52,0.0,3752.32,COD,216.43,1,Approved,0,0
25628,2024-04-11,Coconut,Batangas,Cagayan de Oro City,Sunny,Standard,0,9,32.5,60,0.0,1950.0,Bank Transfer,877.93,6,Cancelled,0,0
25629,2024-05-24,Corn,Maramag,Bayugan City,Sunny,Standard,0,9,38.84,48,409.6,1454.72,E-Wallet,153.39,1,Approved,0,0
25630,2025-07-21,Coconut,Tagum City,Cagdianao,Sunny,Standard,0,10,43.05,40,0.0,1722.0,Online,343.62,1,Approved,0,0
