order_id,order_date,product_name,farmer_location,buyer_location,unit_price,quantity,total_price,payment_method,delivery_days,order_status,has_complaint,complaint_escalated
8399,2025-04-15,Corn,Cebu,Manila,40.06,34,1362.04,Online,7,Approved,0,0
8400,2025-03-09,Garlic,Batangas,Iloilo,142.57,89,12688.73,Bank Transfer,10,Approved,1,1
8401,2026-01-12,Mango,Iloilo,Surigao del Norte,179.52,25,4488.0,COD,7,Approved,0,0
8402,2025-02-24,Cabbage,Cagayan de Oro,Agusan del Norte,63.53,52,3303.56,COD,9,Approved,0,0
8403,2026-01-08,Cabbage,Agusan del Norte,Agusan del Sur,63.96,84,5372.64,Bank Transfer,11,Approved,1,0
8404,2026-01-18,Carrot,Dinagat Islands,Manila,84.46,98,8277.08,Online,3,Rejected,0,0
8405,2026-02-26,Garlic,Baguio,Agusan del Sur,142.61,32,4563.52,Online,6,Rejected,0,0
8406,2025-02-11,Onion,Zamboanga,Iloilo,136.91,61,8351.51,COD,10,Approved,0,0
8407,2025-01-19,Onion,Cebu,Agusan del Norte,148.96,59,8788.64,COD,12,Approved,1,1
8408,2026-04-02,Onion,Cagayan de Oro,Iloilo,145.29,31,4503.99,COD,9,Approved,1,0
8409,2025-10-10,Carrot,Cagayan de Oro,Manila,87.58,27,2364.66,COD,3,Approved,0,0
8410,2026-02-01,Corn,Baguio,Cebu,40.15,39,1565.85,Online,9,Approved,1,0
8411,2025-10-07,Cabbage,Davao,Baguio,70.93,63,4468.59,COD,12,Rejected,0,0
8412,2025-12-01,Cabbage,Iloilo,Zamboanga,64.78,88,5700.64,COD,5,Approved,0,0
8413,2025-12-16,Onion,Cagayan de Oro,Dinagat Islands,157.75,11,1735.25,COD,11,Rejected,0,0
8414,2026-02-22,Corn,Surigao del Norte,Iloilo,38.28,45,1722.6,Online,4,Approved,0,0
8415,2025-02-09,Carrot,Batangas,General Santos,73.91,96,7095.36,COD,9,Approved,1,1
8416,2026-04-20,Onion,General Santos,Zamboanga,140.42,30,4212.6,Online,10,Approved,0,0
8417,2025-04-26,Corn,Agusan del Sur,Cagayan de Oro,42.09,91,3830.19,COD,6,Approved,0,0
8418,2026-03-12,Garlic,Zamboanga,Iloilo,132.17,20,2643.4,Online,11,Approved,0,0
8419,2025-09-12,Garlic,Cagayan de Oro,Agusan del Norte,130.35,42,5474.7,COD,13,Approved,1,0
8420,2025-12-10,Rice,Dinagat Islands,Zamboanga,48.39,45,2177.55,Online,2,Approved,0,0
8421,2025-03-07,Corn,Surigao del Sur,Manila,43.0,73,3139.0,Online,5,Approved,0,0
8422,2025-01-30,Cabbage,Davao,Davao,76.59,62,4748.58,COD,2,Approved,0,0
8423,2025-01-12,Banana,Pampanga,General Santos,57.06,91,5192.46,COD,3,Approved,0,0
8424,2025-11-13,Rice,Agusan del Sur,Agusan del Sur,50.92,64,3258.88,Bank Transfer,1,Approved,0,0
8425,2025-10-17,Mango,Agusan del Sur,Baguio,175.0,50,8750.0,COD,2,Approved,0,0
8426,2025-02-12,Corn,Agusan del Norte,Zamboanga,38.33,33,1264.89,COD,14,Approved,1,0
8427,2025-02-13,Corn,Baguio,Surigao del Norte,39.84,29,1155.36,COD,4,Approved,0,0
8428,2025-06-05,Corn,Batangas,Batangas,41.33,69,2851.77,COD,1,Approved,1,0
8429,2025-04-06,Onion,Baguio,Zamboanga,139.6,90,12564.0,COD,6,Cancelled,0,0
8430,2025-10-18,Mango,Dinagat Islands,Cebu,165.84,21,3482.64,Bank Transfer,13,Approved,0,0
8431,2025-11-24,Carrot,Zamboanga,Agusan del Norte,74.89,71,5317.19,COD,6,Approved,0,0
8432,2025-11-21,Cabbage,Zamboanga,Baguio,73.96,97,7174.12,COD,12,Approved,1,1
8433,2026-03-12,Mango,Surigao del Norte,Zamboanga,86.86,186,16155.96,COD,12,Approved,0,0
8434,2026-01-08,Garlic,Pampanga,Manila,129.82,52,6750.64,COD,10,Approved,0,0
8435,2025-01-03,Garlic,Dinagat Islands,Butuan,130.25,24,3126.0,COD,13,Approved,1,1
8436,2025-08-30,Corn,Zamboanga,Manila,42.21,97,4094.37,Online,1,Approved,0,0
8437,2026-02-28,Corn,Davao,Pampanga,38.83,96,3727.68,COD,12,Rejected,0,0
8438,2025-11-27,Rice,Butuan,Batangas,54.48,44,2397.12,Online,9,Approved,1,0
8439,2026-03-27,Carrot,Dinagat Islands,Pampanga,82.45,74,6101.3,COD,9,Approved,1,1
8440,2026-04-26,Corn,Surigao del Sur,Dinagat Islands,38.55,89,3430.95,Online,13,Approved,1,0
8441,2025-08-15,Mango,Batangas,Dinagat Islands,189.77,8,1518.16,Bank Transfer,12,Approved,1,0
8442,2025-11-18,Corn,Dinagat Islands,Butuan,43.76,89,3894.64,COD,2,Rejected,0,0
8443,2026-04-20,Rice,Iloilo,Manila,52.69,42,2212.98,COD,11,Approved,0,0
8444,2025-10-06,Carrot,Iloilo,Surigao del Norte,86.59,97,8399.23,COD,14,Approved,1,0
8445,2025-08-12,Tomato,Cagayan de Oro,Surigao del Norte,77.03,26,2002.78,Online,5,Approved,0,0
8446,2025-05-30,Mango,Batangas,Davao,87.66,117,10256.22,COD,4,Cancelled,0,0
8447,2025-03-28,Mango,Davao,Davao,86.78,180,15620.4,Online,1,Approved,0,0
8448,2025-01-24,Garlic,Manila,Pampanga,128.77,21,2704.17,Online,7,Approved,0,0
8449,2026-03-03,Onion,Surigao del Sur,Baguio,153.36,99,15182.64,COD,12,Cancelled,0,0
8450,2025-06-21,Cabbage,General Santos,Baguio,70.9,66,4679.4,COD,12,Approved,1,0
8451,2025-02-10,Cabbage,Surigao del Norte,Manila,67.41,54,3640.14,Online,5,Approved,0,0
8452,2025-11-07,Corn,Cebu,Pampanga,36.69,31,1137.39,COD,10,Approved,0,0
8453,2025-03-09,Onion,Butuan,Davao,147.95,67,9912.65,Bank Transfer,2,Approved,0,0
8454,2025-11-14,Garlic,Batangas,Cagayan de Oro,135.7,66,8956.2,COD,13,Approved,1,1
8455,2026-01-11,Carrot,Baguio,Batangas,60.51,73,4417.23,COD,3,Approved,0,0
8456,2025-06-11,Garlic,Cagayan de Oro,Pampanga,129.11,72,9295.92,COD,10,Approved,1,1
8457,2026-03-17,Onion,Manila,Dinagat Islands,162.82,17,2767.94,COD,8,Approved,1,0
8458,2025-06-12,Banana,Agusan del Norte,Iloilo,61.45,38,2335.1,Bank Transfer,7,Approved,0,0
8459,2025-02-14,Tomato,Pampanga,Butuan,73.87,80,5909.6,COD,14,Approved,0,0
8460,2025-01-14,Banana,Cagayan de Oro,Butuan,55.13,66,3638.58,COD,1,Approved,0,0
8461,2025-07-09,Corn,Manila,Dinagat Islands,43.08,29,1249.32,Online,14,Approved,1,0
8462,2025-01-04,Garlic,Baguio,Batangas,138.33,31,4288.23,COD,14,Approved,1,0
8463,2025-01-01,Mango,Baguio,Surigao del Norte,193.83,42,8140.86,COD,7,Rejected,0,0
8464,2026-03-23,Corn,Manila,Baguio,36.96,54,1995.84,Bank Transfer,12,Approved,1,0
8465,2025-05-27,Mango,General Santos,Zamboanga,88.19,63,5555.97,COD,7,Approved,0,0
8466,2026-03-21,Onion,Agusan del Sur,Iloilo,145.43,96,13961.28,Online,3,Approved,0,0
8467,2026-04-17,Onion,Agusan del Sur,Surigao del Sur,164.07,63,10336.41,COD,4,Cancelled,0,0
8468,2025-05-12,Banana,Iloilo,Zamboanga,58.12,45,2615.4,COD,9,Approved,0,0
8469,2025-12-26,Cabbage,Surigao del Sur,Cebu,74.44,40,2977.6,Online,5,Rejected,0,0
8470,2026-02-06,Corn,Cagayan de Oro,Butuan,40.08,98,3927.84,Online,8,Approved,1,0
8471,2025-05-28,Tomato,Batangas,Agusan del Sur,74.17,72,5340.24,COD,13,Rejected,0,0
8472,2025-08-09,Carrot,Pampanga,Agusan del Norte,81.99,93,7625.07,COD,8,Rejected,0,0
8473,2025-10-19,Garlic,Batangas,Surigao del Sur,122.2,62,7576.4,COD,1,Approved,0,0
8474,2025-03-06,Tomato,General Santos,Cagayan de Oro,82.19,39,3205.41,COD,11,Rejected,0,0
8475,2025-08-23,Banana,Iloilo,Davao,63.15,49,3094.35,COD,14,Approved,0,0
8476,2025-07-15,Corn,Baguio,Zamboanga,39.23,95,3726.85,COD,8,Approved,0,0
8477,2025-08-11,Onion,Cebu,Pampanga,160.05,10,1600.5,COD,10,Approved,0,0
8478,2026-02-03,Tomato,Pampanga,Batangas,81.68,73,5962.64,COD,3,Rejected,0,0
8479,2025-05-09,Rice,Pampanga,Batangas,52.01,35,1820.35,COD,3,Rejected,0,0
8480,2025-08-02,Carrot,Dinagat Islands,Pampanga,80.51,33,2656.83,COD,3,Approved,1,0
8481,2025-09-15,Rice,Butuan,Cagayan de Oro,49.33,66,3255.78,COD,7,Rejected,0,0
8482,2026-01-24,Mango,Agusan del Norte,Batangas,167.53,46,7706.38,Online,6,Approved,0,0
8483,2025-07-28,Garlic,Pampanga,Baguio,117.59,50,5879.5,Online,11,Approved,0,0
8484,2025-08-22,Cabbage,Surigao del Norte,Butuan,69.7,80,5576.0,COD,12,Approved,0,0
8485,2026-03-14,Mango,Dinagat Islands,Pampanga,93.21,38,3541.98,Online,9,Approved,1,1
8486,2025-05-05,Banana,Baguio,Cagayan de Oro,63.76,89,5674.64,COD,13,Approved,1,1
8487,2025-03-30,Mango,Dinagat Islands,Batangas,95.13,170,16172.1,COD,9,Cancelled,0,0
8488,2026-01-20,Onion,General Santos,Surigao del Sur,150.76,49,7387.24,Bank Transfer,10,Approved,1,0
8489,2026-04-11,Corn,Agusan del Norte,Butuan,41.15,10,411.5,Online,4,Rejected,0,0
8490,2025-03-09,Cabbage,Iloilo,General Santos,63.39,91,5768.49,COD,4,Rejected,0,0
8491,2026-01-13,Cabbage,Pampanga,Agusan del Sur,70.96,53,3760.88,COD,5,Approved,0,0
8492,2025-09-15,Carrot,Cebu,Baguio,83.19,13,1081.47,Online,13,Approved,1,1
8493,2025-04-20,Garlic,Agusan del Norte,Cebu,118.16,54,6380.64,COD,6,Approved,0,0
8494,2025-11-29,Garlic,Davao,Manila,133.6,61,8149.6,COD,4,Approved,0,0
8495,2025-07-23,Rice,Dinagat Islands,Surigao del Norte,45.07,82,3695.74,COD,13,Approved,0,0
8496,2025-05-11,Tomato,Cebu,Zamboanga,83.01,18,1494.18,COD,8,Rejected,0,0
8497,2025-07-29,Onion,Surigao del Norte,Davao,153.04,85,13008.4,Online,9,Approved,1,1
8498,2025-08-10,Corn,Iloilo,Butuan,39.22,20,784.4,COD,12,Approved,1,0
8499,2026-03-23,Mango,General Santos,Agusan del Sur,88.64,68,6027.52,COD,7,Approved,0,0
8500,2025-04-14,Garlic,Batangas,Iloilo,130.99,74,9693.26,Online,11,Rejected,0,0
8501,2025-03-25,Tomato,General Santos,Surigao del Sur,84.41,62,5233.42,Bank Transfer,9,Approved,1,1
8502,2025-10-23,Onion,Agusan del Sur,Butuan,163.01,92,14996.92,Bank Transfer,9,Approved,0,0
8503,2025-01-17,Mango,Butuan,Butuan,189.64,6,1137.84,COD,1,Approved,0,0
8504,2025-01-16,Rice,Agusan del Sur,Zamboanga,50.32,16,805.12,Online,6,Approved,0,0
8505,2025-08-04,Corn,Surigao del Norte,Baguio,38.91,100,3891.0,COD,7,Approved,0,0
8506,2025-11-24,Cabbage,Agusan del Norte,Pampanga,63.03,53,3340.59,Online,10,Approved,0,0
8507,2025-11-27,Tomato,Surigao del Norte,Manila,75.24,49,3686.76,Online,2,Approved,0,0
8508,2025-01-25,Corn,Agusan del Sur,Manila,41.56,13,540.28,Online,9,Approved,1,1
8509,2025-02-26,Banana,Iloilo,Cagayan de Oro,59.8,38,2272.4,Online,2,Approved,0,0
8510,2025-08-26,Tomato,Cagayan de Oro,Cebu,73.9,41,3029.9,COD,14,Approved,0,0
8511,2026-02-04,Mango,Agusan del Sur,Pampanga,163.88,49,8030.12,COD,13,Approved,0,0
8512,2025-02-16,Cabbage,Manila,Agusan del Sur,63.9,16,1022.4,COD,12,Approved,0,0
8513,2026-01-10,Carrot,Iloilo,Davao,74.08,74,5481.92,COD,7,Approved,0,0
8514,2026-03-26,Tomato,Batangas,Surigao del Norte,86.77,95,8243.15,Online,4,Rejected,0,0
8515,2025-04-18,Onion,Pampanga,Agusan del Norte,154.1,97,14947.7,COD,12,Approved,0,0
8516,2026-03-01,Corn,Batangas,Surigao del Sur,37.72,89,3357.08,COD,11,Approved,0,0
8517,2026-03-06,Corn,Davao,Agusan del Norte,41.82,11,460.02,Online,3,Approved,0,0
8518,2025-12-22,Banana,Manila,Baguio,54.78,68,3725.04,COD,4,Approved,0,0
8519,2025-08-23,Onion,Agusan del Norte,Surigao del Sur,140.82,72,10139.04,COD,11,Approved,0,0
8520,2025-12-21,Carrot,Pampanga,Davao,73.82,52,3838.64,Online,13,Approved,0,0
8521,2025-08-22,Banana,Zamboanga,Pampanga,61.43,80,4914.4,COD,10,Rejected,0,0
8522,2025-04-10,Mango,Zamboanga,General Santos,88.07,135,11889.45,Online,13,Approved,1,0
8523,2025-04-19,Mango,Cebu,Surigao del Sur,98.55,152,14979.6,COD,4,Approved,0,0
8524,2025-04-06,Onion,Manila,Surigao del Sur,148.19,89,13188.91,COD,10,Cancelled,0,0
8525,2026-04-27,Tomato,Surigao del Sur,Davao,78.88,77,6073.76,Online,4,Approved,0,0
8526,2025-06-05,Carrot,Manila,Dinagat Islands,79.97,55,4398.35,Online,8,Approved,1,0
8527,2025-04-17,Banana,Iloilo,Zamboanga,58.95,45,2652.75,Online,5,Approved,0,0
8528,2025-04-17,Banana,Manila,Davao,56.28,86,4840.08,COD,9,Approved,1,0
8529,2026-01-11,Rice,Davao,Agusan del Sur,53.58,22,1178.76,Online,1,Approved,0,0
8530,2026-03-04,Rice,Surigao del Norte,Baguio,51.14,21,1073.94,COD,9,Approved,1,0
8531,2025-04-07,Corn,Batangas,Davao,43.97,24,1055.28,Online,11,Rejected,0,0
8532,2025-08-10,Onion,Surigao del Sur,Butuan,145.85,11,1604.35,Online,8,Approved,0,0
8533,2025-08-06,Cabbage,Cagayan de Oro,Iloilo,69.23,49,3392.27,COD,10,Approved,0,0
8534,2025-06-19,Carrot,Surigao del Norte,Agusan del Sur,86.22,87,7501.14,COD,6,Approved,0,0
8535,2025-09-14,Mango,Davao,Batangas,186.7,23,4294.1,COD,12,Rejected,0,0
8536,2026-04-29,Banana,Iloilo,Cagayan de Oro,61.9,28,1733.2,COD,3,Rejected,0,0
8537,2025-04-15,Corn,Batangas,Dinagat Islands,37.89,61,2311.29,COD,3,Approved,0,0
8538,2026-04-15,Rice,Agusan del Norte,Butuan,47.8,17,812.6,COD,3,Approved,0,0
8539,2026-03-07,Garlic,Agusan del Sur,General Santos,119.78,17,2036.26,Bank Transfer,2,Approved,0,0
8540,2025-10-04,Cabbage,Davao,Agusan del Sur,74.15,68,5042.2,COD,12,Approved,1,1
8541,2025-10-31,Mango,Cagayan de Oro,Davao,175.04,38,6651.52,Online,4,Approved,0,0
8542,2025-02-27,Garlic,Davao,Surigao del Norte,117.93,74,8726.82,COD,3,Approved,0,0
8543,2025-01-27,Rice,Surigao del Norte,General Santos,51.86,64,3319.04,COD,14,Approved,0,0
8544,2025-07-03,Onion,Surigao del Norte,General Santos,147.03,69,10145.07,COD,7,Approved,0,0
8545,2025-07-16,Mango,Davao,Zamboanga,190.39,11,2094.29,COD,2,Approved,0,0
8546,2025-06-02,Garlic,Cagayan de Oro,Agusan del Sur,139.16,19,2644.04,COD,9,Approved,0,0
8547,2025-12-09,Corn,Agusan del Norte,Cebu,42.53,61,2594.33,Online,9,Approved,1,0
8548,2025-12-03,Rice,Manila,Batangas,53.07,94,4988.58,Bank Transfer,3,Approved,0,0
8549,2025-12-30,Rice,Davao,Cagayan de Oro,48.58,56,2720.48,COD,9,Approved,1,0
8550,2025-12-26,Carrot,Dinagat Islands,General Santos,76.62,24,1838.88,COD,10,Approved,0,0
8551,2025-05-22,Corn,Dinagat Islands,Baguio,38.99,67,2612.33,Online,4,Approved,0,0
8552,2025-09-26,Mango,Batangas,Surigao del Sur,184.83,10,1848.3,Online,11,Approved,0,0
8553,2025-01-13,Tomato,General Santos,General Santos,83.54,100,8354.0,COD,1,Approved,0,0
8554,2025-10-16,Onion,Iloilo,Zamboanga,161.62,36,5818.32,Online,1,Approved,0,0
8555,2025-07-15,Garlic,Surigao del Sur,Manila,134.43,61,8200.23,Online,10,Approved,0,0
8556,2025-03-29,Tomato,Cebu,Agusan del Norte,84.45,16,1351.2,Online,14,Rejected,0,0
8557,2025-09-22,Garlic,Butuan,Batangas,128.62,13,1672.06,Online,14,Approved,1,0
8558,2026-02-16,Garlic,Butuan,Batangas,123.77,58,7178.66,COD,12,Approved,1,0
8559,2025-09-17,Carrot,General Santos,Pampanga,82.16,42,3450.72,COD,11,Approved,0,0
8560,2025-04-20,Carrot,Dinagat Islands,Pampanga,81.34,74,6019.16,COD,6,Approved,0,0
8561,2025-01-23,Onion,General Santos,General Santos,137.38,43,5907.34,COD,3,Approved,0,0
8562,2025-01-23,Garlic,Batangas,Zamboanga,117.64,50,5882.0,COD,5,Approved,0,0
8563,2025-07-08,Garlic,Butuan,Davao,135.77,43,5838.11,COD,8,Rejected,0,0
8564,2025-09-13,Rice,Cagayan de Oro,Dinagat Islands,54.45,66,3593.7,Online,5,Approved,0,0
8565,2025-06-21,Tomato,Butuan,Iloilo,76.79,16,1228.64,Online,10,Approved,0,0
8566,2026-01-05,Rice,Agusan del Sur,Surigao del Norte,52.02,28,1456.56,COD,12,Approved,0,0
8567,2025-08-11,Carrot,Iloilo,Davao,72.72,11,799.92,COD,8,Approved,1,0
8568,2026-03-11,Banana,Agusan del Norte,Zamboanga,61.51,38,2337.38,Bank Transfer,7,Rejected,0,0
8569,2025-02-25,Banana,Batangas,Agusan del Sur,57.62,78,4494.36,COD,8,Approved,0,0
8570,2025-08-21,Corn,Manila,General Santos,37.14,66,2451.24,Online,7,Approved,0,0
8571,2025-10-12,Tomato,Surigao del Sur,Agusan del Sur,79.59,30,2387.7,COD,13,Approved,1,0
8572,2025-11-20,Cabbage,Iloilo,General Santos,67.27,62,4170.74,Online,13,Approved,1,0
8573,2025-07-13,Banana,Agusan del Norte,Cagayan de Oro,59.14,83,4908.62,Online,10,Approved,0,0
8574,2025-04-15,Tomato,Cebu,Davao,74.28,59,4382.52,Online,8,Approved,0,0
8575,2026-01-29,Rice,Iloilo,Zamboanga,49.19,97,4771.43,COD,5,Approved,0,0
8576,2025-12-15,Garlic,Batangas,Cagayan de Oro,134.6,80,10768.0,Bank Transfer,13,Approved,1,1
8577,2025-12-27,Onion,Butuan,Batangas,138.71,78,10819.38,COD,14,Approved,0,0
8578,2025-07-26,Mango,Surigao del Sur,Batangas,174.31,18,3137.58,Bank Transfer,6,Rejected,0,0
8579,2025-03-17,Garlic,Butuan,General Santos,132.39,61,8075.79,COD,6,Approved,0,0
8580,2025-05-25,Tomato,Baguio,Butuan,87.0,100,8700.0,Bank Transfer,12,Approved,1,1
8581,2025-11-07,Rice,Baguio,Zamboanga,48.76,69,3364.44,COD,14,Approved,1,0
8582,2025-11-24,Banana,Pampanga,Pampanga,61.96,74,4585.04,Online,2,Approved,0,0
8583,2025-11-30,Corn,Zamboanga,Surigao del Norte,39.92,23,918.16,Online,11,Approved,0,0
8584,2025-01-26,Carrot,Davao,Baguio,82.28,32,2632.96,COD,11,Approved,0,0
8585,2025-11-24,Carrot,Davao,Baguio,77.78,27,2100.06,COD,2,Approved,0,0
8586,2026-04-02,Mango,Batangas,Surigao del Norte,104.35,173,18052.55,COD,1,Approved,0,0
8587,2025-11-07,Mango,Baguio,Batangas,178.04,6,1068.24,Bank Transfer,10,Approved,0,0
8588,2026-04-23,Onion,Davao,Agusan del Norte,148.79,73,10861.67,COD,3,Cancelled,0,0
8589,2025-12-26,Corn,Dinagat Islands,Agusan del Norte,40.33,45,1814.85,COD,11,Approved,0,0
8590,2025-10-23,Carrot,Manila,Batangas,77.78,42,3266.76,Bank Transfer,7,Approved,0,0
8591,2026-02-05,Garlic,Iloilo,General Santos,127.24,100,12724.0,COD,3,Cancelled,0,0
8592,2025-11-20,Cabbage,Manila,Cagayan de Oro,71.24,95,6767.8,COD,5,Rejected,0,0
8593,2026-01-01,Carrot,Agusan del Sur,Agusan del Norte,77.84,40,3113.6,Online,4,Approved,1,1
8594,2026-01-10,Onion,Manila,Dinagat Islands,145.12,45,6530.4,Online,14,Approved,1,1
8595,2025-07-03,Mango,Agusan del Sur,Dinagat Islands,187.86,24,4508.64,COD,14,Rejected,0,0
8596,2025-06-09,Cabbage,Surigao del Sur,Iloilo,65.56,46,3015.76,Online,3,Approved,0,0
8597,2026-04-18,Cabbage,Surigao del Sur,Dinagat Islands,72.82,56,4077.92,COD,11,Rejected,0,0
8598,2026-03-18,Tomato,Davao,Batangas,84.25,22,1853.5,COD,7,Approved,0,0
8599,2026-03-21,Tomato,Agusan del Norte,Batangas,84.5,73,6168.5,COD,9,Rejected,0,0
8600,2026-01-11,Banana,Surigao del Norte,Pampanga,57.24,74,4235.76,COD,4,Approved,0,0
8601,2026-02-27,Banana,Manila,Zamboanga,54.32,55,2987.6,Bank Transfer,8,Rejected,0,0
8602,2025-11-24,Tomato,Zamboanga,Surigao del Norte,72.22,31,2238.82,Online,5,Approved,0,0
8603,2025-07-16,Rice,Agusan del Sur,Batangas,53.89,67,3610.63,COD,4,Approved,0,0
8604,2026-02-07,Tomato,Agusan del Norte,Batangas,76.72,69,5293.68,Bank Transfer,1,Approved,0,0
8605,2025-08-01,Tomato,Cebu,Butuan,74.82,43,3217.26,Bank Transfer,14,Approved,0,0
8606,2025-12-13,Mango,Batangas,Iloilo,167.34,30,5020.2,COD,12,Rejected,0,0
8607,2026-04-28,Rice,Pampanga,Manila,49.7,83,4125.1,Online,4,Approved,0,0
8608,2026-01-03,Banana,Surigao del Norte,Cebu,64.54,70,4517.8,Online,13,Approved,1,0
8609,2026-01-10,Carrot,Agusan del Norte,Iloilo,72.96,12,875.52,COD,5,Approved,0,0
8610,2025-12-27,Cabbage,Butuan,Cebu,73.31,33,2419.23,COD,9,Approved,0,0
8611,2025-09-14,Rice,Dinagat Islands,Batangas,45.98,68,3126.64,Online,9,Approved,0,0
8612,2025-01-11,Garlic,General Santos,Davao,125.51,47,5898.97,COD,3,Rejected,0,0
8613,2025-11-14,Cabbage,Agusan del Sur,Baguio,70.9,10,709.0,COD,1,Approved,0,0
8614,2026-02-06,Cabbage,General Santos,Dinagat Islands,70.32,74,5203.68,Online,6,Approved,0,0
8615,2025-09-27,Onion,Cagayan de Oro,Surigao del Norte,152.33,72,10967.76,COD,6,Cancelled,0,0
8616,2025-01-18,Tomato,General Santos,Cagayan de Oro,82.68,80,6614.4,Online,11,Approved,0,0
8617,2025-10-07,Mango,Iloilo,Cagayan de Oro,170.42,19,3237.98,Bank Transfer,2,Approved,0,0
8618,2025-10-17,Cabbage,Iloilo,Butuan,70.18,55,3859.9,Online,11,Approved,1,0
8619,2025-10-27,Banana,Butuan,Baguio,58.86,76,4473.36,Online,9,Approved,1,1
8620,2025-10-19,Tomato,Agusan del Norte,Butuan,74.53,28,2086.84,Online,5,Approved,0,0
8621,2026-02-22,Garlic,Butuan,Batangas,125.35,91,11406.85,Online,2,Approved,0,0
8622,2025-01-01,Cabbage,Surigao del Norte,Baguio,67.08,14,939.12,Online,6,Approved,0,0
8623,2025-11-23,Corn,Agusan del Norte,Iloilo,40.43,55,2223.65,Online,8,Approved,0,0
8624,2025-04-10,Carrot,Batangas,Surigao del Norte,73.7,94,6927.8,COD,11,Approved,0,0
8625,2025-07-26,Tomato,Pampanga,Dinagat Islands,78.48,85,6670.8,COD,4,Approved,0,0
8626,2026-03-05,Corn,Davao,Iloilo,37.58,22,826.76,COD,8,Rejected,0,0
8627,2025-06-10,Tomato,General Santos,Surigao del Sur,72.17,17,1226.89,COD,7,Approved,0,0
8628,2025-05-28,Carrot,Dinagat Islands,Iloilo,77.51,94,7285.94,COD,13,Approved,0,0
8629,2025-07-01,Corn,Davao,Dinagat Islands,39.72,37,1469.64,Bank Transfer,1,Approved,0,0
8630,2025-05-31,Onion,General Santos,Cebu,138.13,65,8978.45,COD,8,Approved,0,0
8631,2025-12-06,Tomato,Batangas,Davao,79.53,13,1033.89,Bank Transfer,8,Approved,1,0
8632,2025-05-29,Corn,Davao,Davao,42.05,95,3994.75,Online,1,Approved,0,0
8633,2025-03-02,Corn,Dinagat Islands,Baguio,36.61,70,2562.7,COD,11,Approved,0,0
8634,2025-05-29,Carrot,Batangas,Agusan del Sur,76.11,86,6545.46,COD,8,Approved,0,0
8635,2025-10-20,Banana,Dinagat Islands,Zamboanga,54.4,46,2502.4,COD,12,Approved,0,0
8636,2026-04-10,Tomato,General Santos,Agusan del Sur,87.13,15,1306.95,COD,10,Rejected,0,0
8637,2026-04-29,Carrot,Davao,Iloilo,79.7,48,3825.6,COD,13,Approved,0,0
8638,2025-10-30,Cabbage,Cebu,Zamboanga,69.2,35,2422.0,COD,2,Approved,0,0
8639,2025-04-21,Corn,Zamboanga,Agusan del Sur,43.8,92,4029.6,COD,5,Approved,0,0
8640,2025-09-07,Corn,Agusan del Sur,Pampanga,36.58,93,3401.94,Online,6,Approved,0,0
8641,2025-09-26,Rice,Surigao del Sur,Iloilo,50.64,46,2329.44,Online,10,Approved,1,0
8642,2025-12-16,Carrot,Dinagat Islands,Surigao del Norte,86.1,35,3013.5,COD,9,Approved,0,0
8643,2025-09-16,Mango,Manila,Cagayan de Oro,184.36,12,2212.32,COD,11,Approved,1,0
8644,2026-02-08,Tomato,Butuan,Surigao del Norte,82.02,67,5495.34,COD,11,Approved,0,0
8645,2025-07-15,Garlic,Baguio,Davao,121.61,97,11796.17,COD,13,Cancelled,0,0
8646,2025-11-20,Cabbage,Butuan,Cebu,67.03,67,4491.01,Bank Transfer,10,Approved,0,0
8647,2025-09-05,Onion,Butuan,Agusan del Norte,160.97,36,5794.92,COD,10,Approved,0,0
8648,2025-12-01,Banana,Agusan del Norte,Cagayan de Oro,63.24,47,2972.28,COD,10,Approved,0,0
8649,2025-08-25,Garlic,Cagayan de Oro,Cagayan de Oro,138.51,62,8587.62,COD,1,Approved,0,0
8650,2025-05-04,Mango,Zamboanga,Cagayan de Oro,88.77,51,4527.27,Online,5,Approved,0,0
8651,2026-01-20,Corn,Manila,Surigao del Sur,36.8,17,625.6,COD,6,Approved,0,0
8652,2026-03-06,Banana,Cebu,General Santos,65.51,27,1768.77,Online,4,Approved,0,0
8653,2025-12-01,Mango,Manila,Cagayan de Oro,172.69,20,3453.8,COD,10,Approved,0,0
8654,2025-02-25,Onion,Zamboanga,Davao,139.61,70,9772.7,COD,10,Approved,1,1
8655,2025-03-14,Corn,Surigao del Norte,Cebu,36.64,41,1502.24,COD,8,Approved,0,0
8656,2025-12-17,Corn,Agusan del Norte,Zamboanga,43.97,86,3781.42,Online,12,Approved,0,0
8657,2025-01-30,Banana,Davao,Batangas,55.66,68,3784.88,Bank Transfer,13,Approved,0,0
8658,2025-12-01,Garlic,Batangas,Iloilo,132.38,67,8869.46,COD,9,Approved,1,0
8659,2026-04-08,Garlic,Zamboanga,Manila,130.94,40,5237.6,COD,6,Approved,1,1
8660,2025-10-29,Rice,Cagayan de Oro,Iloilo,52.06,64,3331.84,Bank Transfer,10,Rejected,0,0
8661,2025-05-12,Banana,Surigao del Sur,Surigao del Sur,54.23,64,3470.72,COD,1,Approved,0,0
8662,2025-03-03,Onion,Surigao del Norte,Iloilo,153.77,73,11225.21,COD,6,Approved,0,0
8663,2026-01-23,Banana,Manila,Dinagat Islands,64.15,90,5773.5,Online,7,Rejected,0,0
